date,likes,content,sentiment,confidence,weighted_sentiment_score
2024-02-28 10:00,0, 감사합니당,positive,0.9969021,0.0
2024-02-28 10:00,0,진각성 도트 개미쳤넼,neutral,0.9989058,0.0
2024-02-28 10:00,7,헌터는 진각이 미쳤고바질란테는 그냥 미쳤네,negative,0.9985843,-2.079441541679836
2024-02-28 10:00,2,눈을 공격해 발러,negative,0.99631315,-1.0986122886681098
2024-02-28 10:00,8,캐릭터가 전체적으로 그냥 개 밋밋하네,negative,0.99936384,-2.19722457733622
2024-02-28 10:00,8, 개노잼으로 밖에 안보인다,negative,0.9987691,-2.19722457733622
2024-02-28 10:00,8, 클래식 근본직업들이 얼마나 잘만든건지 다시 한번 느낀다,neutral,0.8459972,2.19722457733622
2024-02-28 10:00,0,진각은 그 메이플에서 본듯한 기억이,neutral,0.9962005,0.0
2024-02-28 10:00,0,호우 호호호우 아파트로가 호우호우,neutral,0.9977805,0.0
2024-02-28 10:00,0,이겜 아직도 함 독하다 독해,negative,0.9986492,-0.0
2024-02-28 10:00,0,남런처 핵폭탄마저 헌터한테 뺏겨버렷당,negative,0.9986217,-0.0
2024-02-28 10:00,4,주력기가 몇렙인가용,neutral,0.99575585,1.6094379124341005
2024-02-28 10:00,0,목요일에 어둑섬돌자,neutral,0.99926955,0.0
2024-02-28 10:00,6,헌터 비질란테 둘다 괜찮게 나오긴햇는데 비질란테에 비해 헌터에 유독 힘을 준 느낌이,positive,0.9904925,1.9459101490553128
2024-02-28 10:00,0,퍼뎀케인가용,neutral,0.99339527,0.0
2024-02-28 10:00,1,세미 뮤탈이네,neutral,0.99416345,0.6931471805599453
2024-02-28 10:00,0,런처도 저런 이동기좀 줄때 되지 않았나,negative,0.9762704,-0.0
2024-02-28 10:00,0,냥냥이는 언제 올라와여,neutral,0.9937949,0.0
2024-02-28 10:00,0,히든압 무기아바타 사놨는데 헌터는 못쓴대요,neutral,0.9646053,0.0
2024-02-28 10:00,3,애옹쓰 기다리면 개추,negative,0.9941275,-1.3862943611198906
2024-02-28 10:00,2,일하는중이라 퍼섭 내용 궁금했는데 히카리타마님 감사합니다,positive,0.9935121,1.0986122886681098
2024-02-28 11:00,9,더 큰 퍼리가 나타났다,neutral,0.9968491,2.302585092994046
2024-02-28 11:00,0,아트는 좋은데 스타일이 불호라 패스,negative,0.99656004,-0.0
2024-02-28 11:00,0,전자 테란 후자 저그,neutral,0.99837434,0.0
2024-02-28 11:00,2,우아 다 좋은데 대본만 좀 바꿔주라 진짜 뒤지게 오그라드네,negative,0.95511967,-1.0986122886681098
2024-02-28 11:00,19,여트슈라뇨트슈보다 빠르고 묵직하고 출렁입니다,neutral,0.9964468,2.995732273553991
2024-02-28 11:00,19,이제트슈는 언럭키헌터입니다,neutral,0.997891,2.995732273553991
2024-02-28 11:00,0,걍 퀸과 발러랑 똑같네,neutral,0.9900239,0.0
2024-02-28 11:00,2,둘 다 진짜 잘뽑았네,positive,0.9979923,1.0986122886681098
2024-02-28 11:00,2, 역시 던파 아트팀은 대단혀,positive,0.792541,1.0986122886681098
2024-02-28 11:00,0,메이븐 개이쁘네,positive,0.9978064,0.0
2024-02-28 11:00,3,컷신끄니까 훨씬 낫네,negative,0.78959316,-1.3862943611198906
2024-02-28 11:00,2,스핏 철갑탄이 여기로갔네,negative,0.9937086,-1.0986122886681098
2024-02-28 11:00,2,색깔이없어 직업이,negative,0.9979012,-1.0986122886681098
2024-02-28 11:00,3,컷신 없는게 훨씬 멋짐,positive,0.9911947,1.3862943611198906
2024-02-28 11:00,0,헌터 진각 컷신끄고 봐보세요,neutral,0.95807296,0.0
2024-02-28 11:00,0, 훨씬 자연스럽고 간지남,positive,0.999286,0.0
2024-02-28 11:00,0,철갑탄 데인저클로즈 등등,neutral,0.9970783,0.0
2024-02-28 11:00,5,진각은 컷신없는게 더 자연스럽고 멋있네,positive,0.9979144,1.791759469228055
2024-02-28 11:00,16,만들려고만 하면 만들 수 있을거임,neutral,0.99534,2.833213344056216
2024-02-28 11:00,16, 근데 그렇게 만들면 보통 딜 구조가 이상해져서 결국 유저 반응이 안좋음 유저들도 말로는 참신한거 내달라 하는데 정작 참신하게 내면 딜구조 이상하다고 안함 어썰트랑 크리에이터만 봐도 알 수 있음,negative,1.0,-2.833213344056216
2024-02-28 12:00,1,하악하악,negative,0.9941041,-0.6931471805599453
2024-02-28 12:00,41,그 어썰트 때도 그렇고네오플 제작팀에 힙스터 감성이 충만한 사람이 몇분 계신듯변신을 저걸 굳이 저렇게 어썰트 던담 인구가 더 늦게 나온 트븝의 절반이 좀 안되는데 비질은 과연,negative,0.75831515,-3.737669618283368
2024-02-28 12:00,0,스토리가 궁금하네,neutral,0.9981013,0.0
2024-02-28 12:00,0, 왜 인괴가 아니라 요수가 수상하게,negative,0.99901783,-0.0
2024-02-28 12:00,0,남그플에 이어 새 개그캐 등장인가,neutral,0.74191356,0.0
2024-02-28 12:00,20,하진짜 비질란테 기대했는데 왜캐 멋도 없고 별로냐,negative,0.99878377,-3.044522437723423
2024-02-28 12:00,1,냥신위괴,negative,0.9987614,-0.6931471805599453
2024-02-28 12:00,5,스읍 맛이 없는데,negative,0.9987619,-1.791759469228055
2024-02-28 12:00,0,데샤앗,neutral,0.9971967,0.0
2024-02-28 12:00,56,와 털벤져,negative,0.99704105,-4.04305126783455
2024-02-28 12:00,8,윤명진대표님 그립습니다,positive,0.998041,2.19722457733622
2024-02-28 12:00,8, 돌아와주세요,neutral,0.99847966,2.19722457733622
2024-02-28 12:00,0,여자 어뱅이 잘 봤습니다,positive,0.9983012,0.0
2024-02-28 12:00,0,요수로 변신한 궁수가 아니라 요수를 다룬 궁수였다면 또 어땠나 생각들던데 헌터와 겹쳐서 안됐나,neutral,0.9952992,0.0
2024-02-28 12:00,0,헌터는 현실로 보면 평범하게폭발하는 재래식 탄두지만남런처 진각은 동그란 화구가 형성되니 핵폭발이 맞다는 차이점이 있죠핵무기는 원래 폭심지에 버섯구름뿐만 아니라 억도 가량의 둥근 화구가 형성됨,neutral,0.99720395,0.0
2024-02-28 12:00,0,그러니 남런처가 딱히 핵폭탄을 뺏겼다고 볼순 없죠,negative,0.95280176,-0.0
2024-02-28 12:00,22,웃긴건 지금 퍼섭가서 해본사람들은 헌터보다 비질 평이 더 좋음,neutral,0.59723634,3.1354942159291497
2024-02-28 12:00,22,보면 드는 느낌이 만듬새구린 퍼니싱보는거같음,neutral,0.9906742,3.1354942159291497
2024-02-28 12:00,22,케릭터가 뭔가 조잡해보이는것도 문제인데 힙스터병에 걸리고그걸 뒷수습을 못하는거같음,negative,0.99952745,-3.1354942159291497
2024-02-28 12:00,22,라르고는 단변신에 반인반요 잘 녹여냈으면서 그냥 짐승새끼로 변신할거면 차라리 요수를 사역하는게개성도있고 재미있게 만들기 편했을거라고 생각함,negative,0.8095546,-3.1354942159291497
2024-02-28 12:00,1,하 악 질,negative,0.9985038,-0.6931471805599453
2024-02-28 12:00,0,멋지다,positive,0.99816823,0.0
2024-02-28 12:00,0,엌 컷신도 나름 괜찮아요,positive,0.9888347,0.0
2024-02-28 12:00,0, 옛 배메 안광을 너무 자주 봐서 그런가 엌,negative,0.97850424,-0.0
2024-02-28 12:00,3,스타일리쉬 할 줄 알았지만 런처였다,neutral,0.98504305,1.3862943611198906
2024-02-28 12:00,0,진각은 갠적으로 컷신없는게 이쁘네,positive,0.99833256,0.0
2024-02-28 12:00,1,석궁쏘고 폭탄쏘고 새소환하는게 메이플 신궁같음,negative,0.9855963,-0.6931471805599453
2024-02-28 12:00,0,아아트슈 이름마저 빼앗기는가,negative,0.99445856,-0.0
2024-02-28 12:00,0,제는 초도 길다는 채널링땜에 안쓰이겠네,neutral,0.9642599,0.0
2024-02-28 13:00,19,귀여운 족보행 고양이 퍼리,positive,0.99583423,2.995732273553991
2024-02-28 13:00,11,아 왜케 매력이 없지,negative,0.84494364,-2.4849066497880004
2024-02-28 13:00,11, 요수 디자인도 그렇고 이펙트도 메이플 느낌나서 던파랑 안 어울리는 거 같고 괜히 화살이랑 칼 섞어놔서 정체성도 잘 모르겠고 컨셉이랑 다 별로인 거 같은데,negative,0.99821824,-2.4849066497880004
2024-02-28 13:00,0,마지막에 콤보도 있엇으면 좋겟네요,neutral,0.99789536,0.0
2024-02-28 13:00,2,그건 변신이 아니지,negative,0.9787754,-1.0986122886681098
2024-02-28 13:00,9,와 치피치피,neutral,0.99917716,2.302585092994046
2024-02-28 13:00,205,요수 디자인이 무슨 레이드 가면 보스 앞방에 깔아놓은 슈퍼아머 홀딩면역 잡몹처럼 생겼네,neutral,0.99694294,5.327876168789581
2024-02-28 13:00,8,플레이하는 느낌은 헌터보다 털벤저가 좋긴한데 디자인을 꼭 이렇게 했어야 했나,negative,0.99559915,-2.19722457733622
2024-02-28 13:00,0,몹인줄아란네,negative,0.99274933,-0.0
2024-02-28 13:00,0,요기어때,neutral,0.99947065,0.0
2024-02-28 13:00,18,이도저도 아닌듯한좋은 소재로 이게 최선이었던걸까,negative,0.6038445,-2.9444389791664403
2024-02-28 13:00,2,검귀 꼴날거같은데 광부용 인가,negative,0.9991053,-1.0986122886681098
2024-02-28 13:00,1,그래도 아처가 베이스인데 그래도 활 비슷한건 써야하지않냐,neutral,0.997767,0.6931471805599453
2024-02-28 13:00,1,근거리가뭐냐,negative,0.82231015,-0.6931471805599453
2024-02-28 13:00,1,근거리가,neutral,0.99799275,0.6931471805599453
2024-02-28 13:00,7,역사상 변신되는 캐릭이 잘되는것을 못봤다,negative,0.9967242,-2.079441541679836
2024-02-28 13:00,0,더큰 퍼리,neutral,0.99500835,0.0
2024-02-28 13:00,9,근데 저 커다래지는 스킬류는 무적을 줘야지,neutral,0.99188447,2.302585092994046
2024-02-28 13:00,9, 저 히트박스로 슈아박아놓으면 뭐 어쩌란거여,negative,0.99664825,-2.302585092994046
2024-02-28 13:00,0,퍼리퍼리야,negative,0.9873934,-0.0
2024-02-28 13:00,9,진짜 키울맛 안나게 생김,negative,0.99600476,-2.302585092994046
2024-02-28 13:00,0,왜 퍼리가 아니지,negative,0.9957183,-0.0
2024-02-28 13:00,0, 이게 최선입니까,negative,0.9986552,-0.0
2024-02-28 13:00,2,캐릭은 재밌음,positive,0.9977417,1.0986122886681098
2024-02-28 13:00,0,뭐 이미 총이 무기인데 로봇 펑펑하는 애들도 있는데,negative,0.9312108,-0.0
2024-02-28 13:00,2,사족보행도 보다보면 가능임,neutral,0.9982672,1.0986122886681098
2024-02-28 13:00,3,원거리 계열은 이미 트래블러나 헌터 등 충분히 있고 비질란테의 경우 단검 형태로 변환하는 기능이 있어서 단거리에도 어느정도 특화된 직업으로 나온거 같네요,positive,0.997677,1.3862943611198906
2024-02-28 13:00,3,진짜 구리다 와,negative,1.0,-1.3862943611198906
2024-02-28 13:00,5,내안의 흑염냥이,neutral,0.9972492,1.791759469228055
2024-02-28 13:00,0,털,neutral,0.9957283,0.0
2024-02-28 13:00,0,트래블러가 선녀네,positive,0.982402,0.0
2024-02-28 13:00,0,이건 퍼리가 아냐,negative,0.99670666,-0.0
2024-02-28 13:00,2,블리치에 요루이치처럼 했으면 무지성으로 생성해서 키우는건데 너무 퍼리다 씹,negative,0.99871874,-1.0986122886681098
2024-02-28 13:00,0,선생님 이번 남넨 진각퀘가 그렇게 잘 뽑혔다는데 영상 올랴주시나용,positive,0.6751193,0.0
2024-02-28 13:00,60,차라리 요수를 소환수로 냈으면 유저들이 이런 반응은 아니겠다,negative,0.994232,-4.110873864173311
2024-02-28 13:00,60, 네오플 진짜,neutral,0.9902292,4.110873864173311
2024-02-28 13:00,1,넘무 이쁜데고양이최고야,positive,0.99653804,0.6931471805599453
2024-02-28 13:00,83,비질란테 비쥬얼보고 느꼈다,positive,0.9419666,4.430816798843313
2024-02-28 13:00,83, 얘네들 아직 안 급한가보네,neutral,0.99403435,4.430816798843313
2024-02-28 13:00,0,니달리가 변신하면 볼리베어 나옴,neutral,0.99594915,0.0
2024-02-28 13:00,1,각이랑 제에 게이지 만땅일때 쓰면 딜증가 조건이 있어서 운영 난이도가 걱정되네요,negative,0.99901927,-0.6931471805599453
2024-02-28 13:00,5,진각좀 제대로 만들어줬으면,neutral,0.9070623,1.791759469228055
2024-02-28 13:00,4,그게 헌터아닌가요,neutral,0.99827087,1.6094379124341005
2024-02-28 13:00,33,차라리 검귀처럼 본체와 요수가 같이공격하는 컨셉이 더 나았을거같은데검귀랑 원귀가 따로 공격하기도하고 같이 공격하는 합격기가 있는것처럼,negative,0.98417354,-3.5263605246161616
2024-02-28 13:00,3,털바퀴는 아무리 봐도 별로네,negative,0.99913967,-1.3862943611198906
2024-02-28 13:00,0,털벤저 냥냥펀치 하악질 개그캐릭 각일러랑 진각일러 컷신이 취향인데 결과물이 애옹쓰라 안타깝게됐음,negative,0.9978746,-0.0
2024-02-28 13:00,0,신수계통 소환사가 하나쯤은 나오지 않을까 했는데 그건 헌터의 팔케가 가져갔고 이쪽은 신수화가 아니라 요수화켁취향에 잘 맞으면 손맞은 괜찮을것같은데,neutral,0.9885337,0.0
2024-02-28 13:00,3,아에 차라리 박력있는 변신쪽이 낫지않나 싶기는 한데 못생긴 어벤져도 했는 데 비질도 캐릭이 재밌다면야 못할 거 없지 하고 생각하고 있습니다,negative,0.9549612,-1.3862943611198906
2024-02-28 13:00,8,손맛은 있는데 비쥬얼쪽인 부분이 너무 문제네요,negative,0.99970156,-2.19722457733622
2024-02-28 13:00,8, 더빙도 오글거리고,negative,0.9975472,-2.19722457733622
2024-02-28 13:00,9,떼껄룩 털벤저개그캐 신입 등장이요,negative,0.98104525,-2.302585092994046
2024-02-28 13:00,0,우애옹,neutral,0.99648905,0.0
2024-02-28 13:00,0,소환수로 두면 헌터 팔케랑 겹쳐서 그런가,neutral,0.9962209,0.0
2024-02-28 13:00,67,블레이드가 진짜 선녀였네,negative,0.9563235,-4.219507705176107
2024-02-28 13:00,4,저거 퍼리가 아님짐승이지,negative,0.9991321,-1.6094379124341005
2024-02-28 13:00,0,그냥 활든 니달리네,neutral,0.9987993,0.0
2024-02-28 13:00,2,배메,neutral,0.7352812,1.0986122886681098
2024-02-28 13:00,0,털벤저라고 하지마라누군,negative,0.9981818,-0.0
2024-02-28 13:00,0, 털도 없는줄알겠네,positive,0.577057,0.0
2024-02-28 13:00,8,비주얼이랑 실제 플레이 체감은 다른거니까요,neutral,0.99830025,2.19722457733622
2024-02-28 13:00,8,저는 비질은 관심이 안가서 평가는 못내리겠지만 게이지 좀 거슬리는거 빼면 플레이 자체는 괜찮단 이야기가 많긴하던,positive,0.92956877,2.19722457733622
2024-02-28 13:00,0,비주얼은 모르겠고 재미는 비질란테가 더 재밌는 듯,neutral,0.4785039,0.0
2024-02-28 13:00,0,퍼쿨표만 보면 베매 소마 뺨때릴 수준이던데,negative,0.9972639,-0.0
2024-02-28 13:00,5,돈까스망치베릴이 와다다 이관이관이관성장 초록색 성장권 버그로 받았다고 일정지 옵션개 각각 성장 파죽마입장권 억 탄소는 경제에 영향뭐시기 삭제,negative,0.9903494,-1.791759469228055
2024-02-28 13:00,6,어썰트가 그리움,neutral,0.88821244,1.9459101490553128
2024-02-28 13:00,0,정신병있냐,negative,0.9992317,-0.0
2024-02-28 13:00,2,블아에 든든한 개발트리아가 있다면던파엔 든든한 아트팀이 있다,positive,0.9934683,1.0986122886681098
2024-02-28 13:00,0,직변권 한번만 더,neutral,0.9869271,0.0
2024-02-28 13:00,1,그거 완전 헌 읍읍,negative,0.99869174,-0.6931471805599453
2024-02-28 13:00,0,계속 보다보니까 귀여운 것 같기도,positive,0.99579924,0.0
2024-02-28 13:00,0,와 함께 출시하는 헌터,neutral,0.99939823,0.0
2024-02-28 13:00,1,어썰트는 그냥 아이언맨찍어놓고 워커때문에 다 때려쳤던거라,neutral,0.9955059,0.6931471805599453
2024-02-28 13:00,0,슬 라 이 딩,neutral,0.9935555,0.0
2024-02-28 13:00,20,소형볼드 대형볼트 초대형볼트 초 거대 특수볼트 이거 어디서 많이 보던내려찍기세게내려찍기,neutral,0.99416405,3.044522437723423
2024-02-28 13:00,0,진각 컷신이 왜 저걸 가리게 설계했누,negative,0.9941679,-0.0
2024-02-28 13:00,4,컷씬을 살짝 뒤로 미루면 더 좋겠군여,neutral,0.99496657,1.6094379124341005
2024-02-28 13:00,2,진각 컷신을 좀 늦게 띄우면 안되나 멋진거 다 가리는데,negative,0.9364877,-1.0986122886681098
2024-02-28 13:00,0,젠장 보나마나 이벤트 할테니 하나는 키워야할건데,negative,0.9960382,-0.0
2024-02-28 13:00,8,저격수를 만들고 싶은건지 쫄쫄쫄거리는 무기상을 만들고 싶은건지팔케랑 본체의 역할도 다 뒤섞여 있어서 굳이 왜 협공컨셉인지도 모르겠고전체적으로 컨셉하고 연출이 아구가 안맞고 다 따로 노는 느낌,negative,0.9989574,-2.19722457733622
2024-02-28 13:00,0,얘도 컷신거꾸로하면 더 자연스럽던데,neutral,0.9970798,0.0
2024-02-28 13:00,2,뮤탈을 뒤이은 풀 도트,neutral,0.9996877,1.0986122886681098
2024-02-28 13:00,0,변신 왔다갔다 하며 생각할게 많아보이니 헌터로 강도 하나만 줄거같고,neutral,0.9733497,0.0
2024-02-28 13:00,5,비질이 잘만들어서가아니라 헌터퍼섭상태가 지금 개씹창나있음,negative,0.99927956,-1.791759469228055
2024-02-28 13:00,0,요수 설정 타고난건지어벤저마냥 묻은건지 궁금하네,neutral,0.96556914,0.0
2024-02-28 13:00,10,아처는 진심 트래블러 미만 잡이네,negative,0.9827153,-2.3978952727983707
2024-02-28 13:00,10,헌터도 비질도 진심던파식 하향 평준화냐,negative,0.998596,-2.3978952727983707
2024-02-28 13:00,10,연출도 진짜 몇개 빼면 진짜 성의없네,negative,0.9994659,-2.3978952727983707
2024-02-28 13:00,10,내가 진짜이런 게임을에휴,neutral,0.7553683,2.3978952727983707
2024-02-28 13:00,6,돌덩이로 변하는거 웃음벨이네,negative,0.9981793,-1.9459101490553128
2024-02-28 13:00,0,왠 니달리를 만들어놨냐,negative,0.9930092,-0.0
2024-02-28 13:00,1,아 시밤 자존심 상하게 피식했다,negative,0.9999641,-0.6931471805599453
2024-02-28 13:00,0,넌 나가라,negative,0.98555344,-0.0
2024-02-28 13:00,83,여그플이 울면,neutral,0.9977773,4.430816798843313
2024-02-28 13:00,0,떼껄룩,negative,0.983748,-0.0
2024-02-28 13:00,19,신캐 기획자 짤라라,negative,0.9978746,-2.995732273553991
2024-02-28 13:00,19, 이런 초딩같은 캐릭은 왜 만들어서 쓸데없는 직업머릿수나 채우고 있는거냐,negative,0.99914384,-2.995732273553991
2024-02-28 13:00,0,몹인지아랏내,neutral,0.9688572,0.0
2024-02-28 13:00,0,게이지 수급도 빡세고산만하고그냥 헌터에만 올인,negative,0.998237,-0.0
2024-02-28 13:00,28,던페때 짐승폼 설정화 보고 설마 저걸 진짜로 낼까 했는데 호불호 쎄게 갈리는 힙스터 갬성을 진짜로 낼줄 몰랐고 스킬도 어벤저 냄새 진득하게 나서 불호 키워도 전성기 블레이드처럼 십 아니면 진득하겐 못할거 같음퍼리 맛 죽인다,negative,0.9851243,-3.367295829986474
2024-02-28 13:00,28, 함무봐라 할거면 카지노 보스몹처럼 손질해서 무난하게 귀나 꼬리만 달아주던가 하다못해 그라골 마르첼라 독헤드처럼 옷입은 이족보행으로 만들면 어떻게든 가능할텐데 얜 손질도 제대로 안된 날 것이라 못먹겠음,negative,0.99874806,-3.367295829986474
2024-02-28 13:00,1,아처는 생긴거부터 너무 비호임캐릭터 자체가 노잼 타격감이 하나도 없음,negative,0.9976683,-0.6931471805599453
2024-02-28 13:00,0,하학질,negative,0.99823534,-0.0
2024-02-28 13:00,29,환생실패데샤아아악,negative,0.9192723,-3.4011973816621555
2024-02-28 13:00,8,차라리 라르고 외형에서 조금 수정하든가,neutral,0.9150222,2.19722457733622
2024-02-28 13:00,8,저게 뭐여 냥냥펀치 하고 앉았네,negative,0.99017227,-2.19722457733622
2024-02-28 13:00,0,퍼리잔아,neutral,0.9983802,0.0
2024-02-28 13:00,7,귀여운 퍼리를 드리겠습니다,positive,0.9776137,2.079441541679836
2024-02-28 13:00,7, 하면 누군가는 수요가 있겠지 싶겠는데저기 어디 설산 잡몹으로 뒹굴거릴거 같은 네발 짐승,negative,0.9982237,-2.079441541679836
2024-02-28 13:00,0,뭔가 댓글들 평가는 최악인거같은데 난 왤케 맘에드냐 갠적으론 엄청멋있다고 생각들어서 비질란테먼저 해봐야겠다,negative,0.99011654,-0.0
2024-02-28 13:00,0,비질 재밌다던데 찍먹해봄,positive,0.90944815,0.0
2024-02-28 13:00,0,냥이,neutral,0.9987042,0.0
2024-02-28 13:00,3,그게 컨셉에 맞지 않으니깐 안 나왔지 않았을까요,negative,0.99995613,-1.3862943611198906
2024-02-28 14:00,0,아잇 곱등이 맛 좀 볼래,neutral,0.86255664,0.0
2024-02-28 14:00,0,진각 만퍼 각 만퍼 제 풀게이지 퍼쿨 만퍼 만퍼쿨 개,negative,0.99682754,-0.0
2024-02-28 14:00,0,그런가요,neutral,0.9978994,0.0
2024-02-28 14:00,0, 궁수계열은 아예몰라서,neutral,0.9974976,0.0
2024-02-28 14:00,0,냥더배딕,neutral,0.9985637,0.0
